store_id,product_id,product_name,category,current_stock,product_company,Expiry_Date,Product_Rate,Total_Rate,threshold_value,City
LA-003,PROD-0251,Bookshelf,furniture,25,West Elm,2035-12-31,105.93,2648.32,24,Los Angeles
LA-003,PROD-0252,Television,electronics,196,Bose,2030-01-01,369.29,72380.46,15,Los Angeles
LA-003,PROD-0253,Camera,electronics,98,HP,2030-01-01,937.96,91919.78,43,Los Angeles
LA-003,PROD-0254,Pasta,grocery,54,Aldi,2026-04-08 20:06:59.871191,342.01,18468.39,21,Los Angeles
LA-003,PROD-0255,Rice,grocery,75,Whole Foods,2027-01-22 20:06:59.871283,867.16,65036.68,17,Los Angeles
LA-003,PROD-0256,Dining Table,furniture,173,West Elm,2035-12-31,568.5,98351.22,27,Los Angeles
LA-003,PROD-0257,Sweater,clothing,37,Nike,2028-06-30,704.36,26061.35,16,Los Angeles
LA-003,PROD-0258,Sofa,furniture,158,IKEA,2035-12-31,750.64,118600.54,28,Los Angeles
LA-003,PROD-0259,Hoodie,clothing,178,Puma,2028-06-30,544.11,96851.49,19,Los Angeles
LA-003,PROD-0260,Cereal,grocery,97,Target,2026-08-09 20:06:59.871485,841.14,81590.59,20,Los Angeles
LA-003,PROD-0261,T-Shirt,clothing,94,Levi's,2028-06-30,115.75,10880.38,36,Los Angeles
LA-003,PROD-0262,Dress,clothing,87,Uniqlo,2028-06-30,106.25,9243.73,43,Los Angeles
LA-003,PROD-0263,Laptop,electronics,109,Microsoft,2030-01-01,718.84,78353.42,12,Los Angeles
LA-003,PROD-0264,Cabinet,furniture,167,Room & Board,2035-12-31,625.57,104469.45,40,Los Angeles
LA-003,PROD-0265,Coconut Water,beverages,97,Gatorade,2026-01-03 20:06:59.871685,627.61,60877.77,27,Los Angeles
LA-003,PROD-0266,Soda,beverages,26,Red Bull,2026-03-19 20:06:59.871783,459.91,11957.56,10,Los Angeles
LA-003,PROD-0267,Juice,beverages,107,Red Bull,2026-12-19 20:06:59.871857,921.0,98547.53,26,Los Angeles
LA-003,PROD-0268,Canned Beans,grocery,148,Target,2026-09-25 20:06:59.871952,845.03,125063.72,17,Los Angeles
LA-003,PROD-0269,Noodles,grocery,177,Kroger,2027-01-19 20:06:59.872030,850.07,150463.02,29,Los Angeles
LA-003,PROD-0270,Jeans,clothing,53,Levi's,2028-06-30,779.17,41295.97,31,Los Angeles
LA-003,PROD-0271,Vegetables,grocery,67,Aldi,2026-09-23 20:06:59.872137,25.96,1739.6,26,Los Angeles
LA-003,PROD-0272,Smartwatch,electronics,100,Dell,2030-01-01,73.08,7308.1,46,Los Angeles
LA-003,PROD-0273,Portable Charger,electronics,107,Microsoft,2030-01-01,87.74,9387.92,40,Los Angeles
LA-003,PROD-0274,Armchair,furniture,87,West Elm,2035-12-31,477.77,41566.4,26,Los Angeles
LA-003,PROD-0275,Smartphone,electronics,104,Dell,2030-01-01,201.56,20962.07,23,Los Angeles
LA-003,PROD-0276,Fruits,grocery,17,Publix,2025-12-02 20:06:59.872433,880.36,14966.05,38,Los Angeles
LA-003,PROD-0277,Game Console,electronics,26,LG,2030-01-01,915.76,23809.69,34,Los Angeles
LA-003,PROD-0278,Desk,furniture,175,West Elm,2035-12-31,277.18,48507.3,20,Los Angeles
LA-003,PROD-0279,Bread,grocery,161,Whole Foods,2026-09-16 20:06:59.872585,563.22,90679.12,22,Los Angeles
LA-003,PROD-0280,Milk,beverages,175,Dr Pepper,2025-08-19 20:06:59.872663,401.94,70338.85,20,Los Angeles
LA-003,PROD-0281,Chair,furniture,128,IKEA,2035-12-31,693.19,88728.88,19,Los Angeles
LA-003,PROD-0282,Spices,grocery,99,Target,2026-07-29 20:06:59.872902,321.95,31873.14,13,Los Angeles
LA-003,PROD-0283,Tablet,electronics,147,Bose,2030-01-01,653.61,96080.66,15,Los Angeles
LA-003,PROD-0284,Suit,clothing,160,Puma,2028-06-30,814.48,130316.12,12,Los Angeles
LA-003,PROD-0285,Water,beverages,36,Fanta,2026-11-26 20:06:59.873136,982.73,35378.19,20,Los Angeles
LA-003,PROD-0286,Nightstand,furniture,193,IKEA,2035-12-31,874.75,168826.46,25,Los Angeles
LA-003,PROD-0287,Coffee,beverages,144,Coca-Cola,2026-12-22 20:06:59.873396,722.09,103980.28,45,Los Angeles
LA-003,PROD-0288,Scarf,clothing,131,Gap,2028-06-30,152.09,19923.43,43,Los Angeles
LA-003,PROD-0289,Shorts,clothing,188,Nike,2028-06-30,641.3,120564.19,32,Los Angeles
LA-003,PROD-0290,Yogurt,grocery,86,Trader Joe's,2025-06-09 20:06:59.873783,252.95,21753.97,17,Los Angeles
LA-003,PROD-0291,Tea,beverages,19,Red Bull,2026-05-03 20:06:59.873963,771.49,14658.26,46,Los Angeles
LA-003,PROD-0292,Iced Tea,beverages,159,Dr Pepper,2025-06-01 20:06:59.874247,425.11,67592.21,30,Los Angeles
LA-003,PROD-0293,Sneakers,clothing,148,Nike,2028-06-30,352.85,52221.37,27,Los Angeles
LA-003,PROD-0294,Lemonade,beverages,13,Dr Pepper,2026-06-05 20:06:59.874577,795.55,10342.16,49,Los Angeles
LA-003,PROD-0295,Table,furniture,88,Crate & Barrel,2035-12-31,258.76,22770.87,34,Los Angeles
LA-003,PROD-0296,Bed,furniture,174,Restoration Hardware,2035-12-31,690.79,120197.77,43,Los Angeles
LA-003,PROD-0297,Jacket,clothing,76,Puma,2028-06-30,527.95,40124.15,32,Los Angeles
LA-003,PROD-0298,Smart Speaker,electronics,155,HP,2030-01-01,807.69,125192.26,45,Los Angeles
LA-003,PROD-0299,Headphones,electronics,147,Samsung,2030-01-01,748.91,110090.05,31,Los Angeles
LA-003,PROD-0300,Energy Drink,beverages,16,Lipton,2026-12-28 20:06:59.877487,303.28,4852.41,26,Los Angeles
CHI-001,PROD-0301,Scarf,clothing,142,Zara,2028-06-30,626.03,88896.96,15,Chicago
CHI-001,PROD-0302,Sweater,clothing,60,Uniqlo,2028-06-30,936.99,56219.63,22,Chicago
CHI-001,PROD-0303,Coconut Water,beverages,184,Dr Pepper,2025-12-13 20:06:59.877664,628.05,115561.44,11,Chicago
CHI-001,PROD-0304,Noodles,grocery,122,Trader Joe's,2026-07-30 20:06:59.877745,74.82,9128.21,44,Chicago
CHI-001,PROD-0305,Bed,furniture,50,Crate & Barrel,2035-12-31,76.77,3838.25,28,Chicago
CHI-001,PROD-0306,Shorts,clothing,139,Adidas,2028-06-30,475.37,66075.74,21,Chicago
CHI-001,PROD-0307,Juice,beverages,104,Red Bull,2025-12-08 20:06:59.877915,30.95,3218.81,49,Chicago
CHI-001,PROD-0308,Canned Beans,grocery,103,Trader Joe's,2026-12-27 20:06:59.877998,640.1,65929.98,31,Chicago
CHI-001,PROD-0309,Energy Drink,beverages,125,Lipton,2025-11-10 20:06:59.878080,407.49,50935.97,42,Chicago
CHI-001,PROD-0310,Tea,beverages,128,Sprite,2025-06-29 20:06:59.878214,396.23,50717.99,49,Chicago
CHI-001,PROD-0311,Bookshelf,furniture,32,Wayfair,2035-12-31,709.26,22696.41,14,Chicago
CHI-001,PROD-0312,Lemonade,beverages,98,Lipton,2027-02-15 20:06:59.878319,818.22,80185.73,30,Chicago
CHI-001,PROD-0313,Chair,furniture,183,La-Z-Boy,2035-12-31,377.42,69067.09,39,Chicago
CHI-001,PROD-0314,Water,beverages,49,Monster,2026-01-23 20:06:59.878473,121.33,5944.96,40,Chicago
CHI-001,PROD-0315,T-Shirt,clothing,101,Zara,2028-06-30,64.02,6465.97,33,Chicago
CHI-001,PROD-0316,Hoodie,clothing,141,Nike,2028-06-30,224.32,31628.89,37,Chicago
CHI-001,PROD-0317,Cabinet,furniture,88,Room & Board,2035-12-31,629.57,55401.9,41,Chicago
CHI-001,PROD-0318,Dining Table,furniture,120,Wayfair,2035-12-31,615.53,73863.39,12,Chicago
CHI-001,PROD-0319,Soda,beverages,185,Fanta,2026-12-15 20:06:59.878676,579.78,107260.12,40,Chicago
CHI-001,PROD-0320,Bread,grocery,102,Aldi,2026-02-20 20:06:59.878797,495.41,50531.8,25,Chicago
CHI-001,PROD-0321,Camera,electronics,140,Samsung,2030-01-01,384.67,53853.49,44,Chicago
CHI-001,PROD-0322,Coffee,beverages,152,Fanta,2027-02-26 20:06:59.878904,386.73,58782.59,23,Chicago
CHI-001,PROD-0323,Laptop,electronics,13,Huawei,2030-01-01,341.77,4443.03,30,Chicago
CHI-001,PROD-0324,Jacket,clothing,39,Uniqlo,2028-06-30,428.98,16730.35,17,Chicago
CHI-001,PROD-0325,Vegetables,grocery,177,Walmart,2025-07-23 20:06:59.879050,734.19,129951.13,39,Chicago
CHI-001,PROD-0326,Yogurt,grocery,84,Trader Joe's,2026-08-05 20:06:59.879223,463.82,38960.74,19,Chicago
CHI-001,PROD-0327,Smartwatch,electronics,160,Microsoft,2030-01-01,649.55,103927.4,18,Chicago
CHI-001,PROD-0328,Fruits,grocery,143,Trader Joe's,2027-04-11 20:06:59.879351,686.75,98205.19,43,Chicago
CHI-001,PROD-0329,Iced Tea,beverages,155,Gatorade,2026-09-21 20:06:59.879440,90.71,14059.98,15,Chicago
CHI-001,PROD-0330,Game Console,electronics,95,Sony,2030-01-01,508.92,48347.36,22,Chicago
CHI-001,PROD-0331,Jeans,clothing,101,Zara,2028-06-30,224.67,22691.2,23,Chicago
CHI-001,PROD-0332,Television,electronics,127,Samsung,2030-01-01,552.79,70204.51,21,Chicago
CHI-001,PROD-0333,Pasta,grocery,103,Walmart,2026-08-19 20:06:59.879686,348.7,35916.45,36,Chicago
CHI-001,PROD-0334,Cereal,grocery,135,Safeway,2026-10-16 20:06:59.879792,832.34,112366.02,26,Chicago
CHI-001,PROD-0335,Milk,beverages,97,Monster,2026-11-23 20:06:59.879895,123.02,11933.11,31,Chicago
CHI-001,PROD-0336,Nightstand,furniture,199,IKEA,2035-12-31,395.55,78714.34,42,Chicago
CHI-001,PROD-0337,Headphones,electronics,57,Huawei,2030-01-01,74.05,4220.6,18,Chicago
CHI-001,PROD-0338,Tablet,electronics,74,HP,2030-01-01,292.74,21662.62,20,Chicago
CHI-001,PROD-0339,Smart Speaker,electronics,179,Dell,2030-01-01,334.35,59849.15,41,Chicago
CHI-001,PROD-0340,Smartphone,electronics,143,Apple,2030-01-01,639.82,91494.32,39,Chicago
CHI-001,PROD-0341,Dress,clothing,120,Uniqlo,2028-06-30,285.28,34233.43,43,Chicago
CHI-001,PROD-0342,Armchair,furniture,169,Room & Board,2035-12-31,980.86,165765.88,17,Chicago
CHI-001,PROD-0343,Table,furniture,106,Pottery Barn,2035-12-31,748.52,79343.59,45,Chicago
CHI-001,PROD-0344,Suit,clothing,162,Puma,2028-06-30,620.53,100526.02,35,Chicago
CHI-001,PROD-0345,Sneakers,clothing,50,Adidas,2028-06-30,263.72,13185.99,41,Chicago
CHI-001,PROD-0346,Sofa,furniture,138,Pottery Barn,2035-12-31,66.61,9191.99,27,Chicago
CHI-001,PROD-0347,Portable Charger,electronics,168,Dell,2030-01-01,742.68,124770.62,49,Chicago
CHI-001,PROD-0348,Spices,grocery,186,Target,2025-07-12 20:06:59.885187,787.3,146437.33,14,Chicago
CHI-001,PROD-0349,Rice,grocery,82,Whole Foods,2026-10-03 20:06:59.885476,186.86,15322.28,23,Chicago
CHI-001,PROD-0350,Desk,furniture,178,West Elm,2035-12-31,776.55,138225.29,35,Chicago
CHI-002,PROD-0351,Suit,clothing,143,Under Armour,2028-06-30,486.92,69630.0,33,Chicago
CHI-002,PROD-0352,Spices,grocery,73,Whole Foods,2025-08-12 20:06:59.886038,939.24,68564.54,15,Chicago
CHI-002,PROD-0353,Sofa,furniture,55,Room & Board,2035-12-31,385.24,21188.14,30,Chicago
CHI-002,PROD-0354,Water,beverages,64,Dr Pepper,2026-02-09 20:06:59.886139,74.89,4792.94,10,Chicago
CHI-002,PROD-0355,Jacket,clothing,115,Levi's,2028-06-30,240.99,27714.03,12,Chicago
CHI-002,PROD-0356,Dining Table,furniture,67,Restoration Hardware,2035-12-31,989.76,66313.79,31,Chicago
CHI-002,PROD-0357,Smartwatch,electronics,119,LG,2030-01-01,969.23,115338.85,27,Chicago
CHI-002,PROD-0358,Noodles,grocery,37,Albertsons,2026-07-26 20:06:59.886283,922.49,34132.11,23,Chicago
CHI-002,PROD-0359,Rice,grocery,100,Aldi,2026-05-31 20:06:59.886357,326.52,32652.3,40,Chicago
CHI-002,PROD-0360,Nightstand,furniture,103,Restoration Hardware,2035-12-31,58.62,6037.88,26,Chicago
CHI-002,PROD-0361,Sweater,clothing,60,Zara,2028-06-30,123.03,7381.53,35,Chicago
CHI-002,PROD-0362,Soda,beverages,190,Nestlé,2026-01-10 20:06:59.886472,874.72,166197.12,35,Chicago
CHI-002,PROD-0363,Dress,clothing,73,Under Armour,2028-06-30,798.51,58290.89,27,Chicago
CHI-002,PROD-0364,Energy Drink,beverages,94,Nestlé,2026-05-07 20:06:59.886599,624.61,58713.07,46,Chicago
CHI-002,PROD-0365,Milk,beverages,181,Fanta,2025-10-17 20:06:59.886672,663.46,120086.85,43,Chicago
CHI-002,PROD-0366,Jeans,clothing,90,Nike,2028-06-30,893.95,80455.39,44,Chicago
CHI-002,PROD-0367,Cereal,grocery,104,Aldi,2026-02-13 20:06:59.886763,282.77,29407.97,19,Chicago
CHI-002,PROD-0368,Shorts,clothing,169,Adidas,2028-06-30,70.5,11914.83,24,Chicago
CHI-002,PROD-0369,Pasta,grocery,112,Trader Joe's,2026-08-01 20:06:59.886860,146.9,16453.16,18,Chicago
CHI-002,PROD-0370,Tea,beverages,158,Pepsi,2026-09-06 20:06:59.886937,883.71,139626.83,38,Chicago
CHI-002,PROD-0371,Camera,electronics,174,Apple,2030-01-01,198.28,34500.88,19,Chicago
CHI-002,PROD-0372,Bookshelf,furniture,54,La-Z-Boy,2035-12-31,948.04,51194.2,19,Chicago
CHI-002,PROD-0373,Sneakers,clothing,34,Gap,2028-06-30,724.93,24647.63,12,Chicago
CHI-002,PROD-0374,Portable Charger,electronics,195,HP,2030-01-01,19.59,3820.86,38,Chicago
CHI-002,PROD-0375,Vegetables,grocery,73,Target,2025-06-17 20:06:59.887139,702.81,51305.29,25,Chicago
CHI-002,PROD-0376,Game Console,electronics,198,Apple,2030-01-01,247.37,48979.93,23,Chicago
CHI-002,PROD-0377,Smart Speaker,electronics,51,Dell,2030-01-01,710.91,36256.28,45,Chicago
CHI-002,PROD-0378,Cabinet,furniture,89,Restoration Hardware,2035-12-31,644.8,57387.25,11,Chicago
CHI-002,PROD-0379,Fruits,grocery,174,Target,2025-10-07 20:06:59.887320,674.12,117297.27,49,Chicago
CHI-002,PROD-0380,Juice,beverages,106,Red Bull,2027-03-01 20:06:59.887424,207.5,21994.84,31,Chicago
CHI-002,PROD-0381,Coffee,beverages,171,Lipton,2026-03-21 20:06:59.887498,151.55,25914.46,35,Chicago
CHI-002,PROD-0382,Lemonade,beverages,137,Pepsi,2025-10-28 20:06:59.887568,701.75,96140.18,37,Chicago
CHI-002,PROD-0383,Television,electronics,191,Bose,2030-01-01,186.51,35624.13,45,Chicago
CHI-002,PROD-0384,Headphones,electronics,109,HP,2030-01-01,512.08,55816.95,44,Chicago
CHI-002,PROD-0385,Desk,furniture,78,Wayfair,2035-12-31,758.84,59189.71,10,Chicago
CHI-002,PROD-0386,Iced Tea,beverages,58,Dr Pepper,2026-02-05 20:06:59.887745,875.56,50782.4,46,Chicago
CHI-002,PROD-0387,Chair,furniture,32,Restoration Hardware,2035-12-31,44.62,1427.86,20,Chicago
CHI-002,PROD-0388,Coconut Water,beverages,147,Coca-Cola,2025-08-18 20:06:59.887931,363.93,53498.14,26,Chicago
CHI-002,PROD-0389,Tablet,electronics,145,Huawei,2030-01-01,136.28,19760.04,18,Chicago
CHI-002,PROD-0390,Laptop,electronics,172,Huawei,2030-01-01,631.12,108553.1,32,Chicago
CHI-002,PROD-0391,Table,furniture,103,Restoration Hardware,2035-12-31,665.25,68520.45,36,Chicago
CHI-002,PROD-0392,Bed,furniture,39,La-Z-Boy,2035-12-31,562.74,21946.9,42,Chicago
CHI-002,PROD-0393,T-Shirt,clothing,164,Puma,2028-06-30,241.96,39681.6,45,Chicago
CHI-002,PROD-0394,Smartphone,electronics,113,Panasonic,2030-01-01,949.99,107348.86,24,Chicago
CHI-002,PROD-0395,Scarf,clothing,151,Zara,2028-06-30,869.57,131305.35,46,Chicago
CHI-002,PROD-0396,Hoodie,clothing,130,Levi's,2028-06-30,568.49,73903.31,23,Chicago
CHI-002,PROD-0397,Canned Beans,grocery,89,Aldi,2027-03-09 20:06:59.888824,460.55,40989.01,21,Chicago
CHI-002,PROD-0398,Bread,grocery,41,Aldi,2026-10-06 20:06:59.888951,685.95,28123.84,45,Chicago
CHI-002,PROD-0399,Armchair,furniture,97,Crate & Barrel,2035-12-31,745.93,72355.45,21,Chicago
CHI-002,PROD-0400,Yogurt,grocery,49,Costco,2027-03-19 20:06:59.889575,432.99,21216.57,46,Chicago
CHI-003,PROD-0401,Tablet,electronics,87,HP,2030-01-01,178.83,15558.62,34,Chicago
CHI-003,PROD-0402,Smart Speaker,electronics,41,Samsung,2030-01-01,415.37,17030.29,39,Chicago
CHI-003,PROD-0403,Iced Tea,beverages,47,Pepsi,2025-05-20 20:06:59.889713,52.78,2480.63,17,Chicago
CHI-003,PROD-0404,Shorts,clothing,95,Under Armour,2028-06-30,497.27,47241.0,37,Chicago
CHI-003,PROD-0405,Rice,grocery,171,Aldi,2025-08-13 20:06:59.889807,347.38,59402.1,12,Chicago
CHI-003,PROD-0406,T-Shirt,clothing,105,H&M,2028-06-30,221.69,23277.34,18,Chicago
CHI-003,PROD-0407,Cereal,grocery,175,Aldi,2026-11-27 20:06:59.889899,565.86,99026.17,23,Chicago
CHI-003,PROD-0408,Jacket,clothing,132,Under Armour,2028-06-30,71.77,9473.54,25,Chicago
CHI-003,PROD-0409,Hoodie,clothing,93,Reebok,2028-06-30,122.45,11387.59,36,Chicago
CHI-003,PROD-0410,Coconut Water,beverages,101,Dr Pepper,2026-09-23 20:06:59.890010,133.65,13498.49,18,Chicago
CHI-003,PROD-0411,Pasta,grocery,126,Aldi,2027-04-02 20:06:59.890081,786.46,99093.6,32,Chicago
CHI-003,PROD-0412,Water,beverages,85,Lipton,2025-09-14 20:06:59.890152,988.58,84028.98,30,Chicago
CHI-003,PROD-0413,Smartwatch,electronics,89,HP,2030-01-01,142.86,12714.43,41,Chicago
CHI-003,PROD-0414,Armchair,furniture,35,La-Z-Boy,2035-12-31,229.15,8020.17,10,Chicago
CHI-003,PROD-0415,Coffee,beverages,101,Coca-Cola,2026-01-10 20:06:59.890278,828.66,83694.26,35,Chicago
CHI-003,PROD-0416,Camera,electronics,46,HP,2030-01-01,338.01,15548.26,35,Chicago
CHI-003,PROD-0417,Canned Beans,grocery,142,Publix,2026-05-11 20:06:59.890415,521.33,74028.79,17,Chicago
CHI-003,PROD-0418,Noodles,grocery,106,Aldi,2025-09-22 20:06:59.890484,491.05,52051.82,31,Chicago
CHI-003,PROD-0419,Sofa,furniture,160,La-Z-Boy,2035-12-31,960.66,153705.7,27,Chicago
CHI-003,PROD-0420,Juice,beverages,190,Red Bull,2026-09-24 20:06:59.890576,509.05,96719.42,29,Chicago
CHI-003,PROD-0421,Bed,furniture,36,Steelcase,2035-12-31,256.06,9218.05,45,Chicago
CHI-003,PROD-0422,Portable Charger,electronics,25,Sony,2030-01-01,359.31,8982.66,39,Chicago
CHI-003,PROD-0423,Chair,furniture,139,La-Z-Boy,2035-12-31,41.54,5774.55,36,Chicago
CHI-003,PROD-0424,Dining Table,furniture,111,La-Z-Boy,2035-12-31,490.44,54438.86,41,Chicago
CHI-003,PROD-0425,Smartphone,electronics,138,Samsung,2030-01-01,817.24,112779.19,44,Chicago
CHI-003,PROD-0426,Spices,grocery,137,Walmart,2027-03-27 20:06:59.890897,841.25,115250.83,39,Chicago
CHI-003,PROD-0427,Vegetables,grocery,128,Safeway,2026-08-02 20:06:59.891084,147.81,18919.27,28,Chicago
CHI-003,PROD-0428,Laptop,electronics,148,Sony,2030-01-01,30.99,4586.45,22,Chicago
CHI-003,PROD-0429,Desk,furniture,30,Crate & Barrel,2035-12-31,216.49,6494.72,31,Chicago
CHI-003,PROD-0430,Dress,clothing,168,Nike,2028-06-30,264.18,44381.57,39,Chicago
CHI-003,PROD-0431,Yogurt,grocery,141,Albertsons,2026-12-16 20:06:59.891311,320.24,45154.26,45,Chicago
CHI-003,PROD-0432,Suit,clothing,100,Gap,2028-06-30,350.94,35094.21,46,Chicago
CHI-003,PROD-0433,Energy Drink,beverages,129,Gatorade,2026-09-15 20:06:59.891436,430.06,55478.26,19,Chicago
CHI-003,PROD-0434,Soda,beverages,180,Fanta,2027-02-21 20:06:59.891511,591.19,106415.03,39,Chicago
CHI-003,PROD-0435,Nightstand,furniture,91,Ashley,2035-12-31,118.99,10828.11,37,Chicago
CHI-003,PROD-0436,Jeans,clothing,45,Reebok,2028-06-30,986.53,44393.81,12,Chicago
CHI-003,PROD-0437,Table,furniture,151,Ashley,2035-12-31,124.12,18741.97,45,Chicago
CHI-003,PROD-0438,Television,electronics,145,Microsoft,2030-01-01,29.38,4259.98,23,Chicago
CHI-003,PROD-0439,Lemonade,beverages,111,Fanta,2027-03-11 20:06:59.891845,438.39,48661.24,46,Chicago
CHI-003,PROD-0440,Bread,grocery,93,Walmart,2026-04-19 20:06:59.891956,804.87,74852.7,36,Chicago
CHI-003,PROD-0441,Cabinet,furniture,158,Room & Board,2035-12-31,800.89,126541.29,19,Chicago
CHI-003,PROD-0442,Sweater,clothing,105,Gap,2028-06-30,181.43,19050.66,30,Chicago
CHI-003,PROD-0443,Sneakers,clothing,48,Levi's,2028-06-30,506.46,24310.17,34,Chicago
CHI-003,PROD-0444,Headphones,electronics,96,HP,2030-01-01,826.32,79326.68,11,Chicago
CHI-003,PROD-0445,Scarf,clothing,108,Under Armour,2028-06-30,744.34,80388.84,16,Chicago
CHI-003,PROD-0446,Game Console,electronics,188,HP,2030-01-01,641.3,120565.04,13,Chicago
CHI-003,PROD-0447,Bookshelf,furniture,98,Ashley,2035-12-31,436.71,42797.74,34,Chicago
CHI-003,PROD-0448,Milk,beverages,150,Sprite,2026-04-17 20:06:59.893323,272.45,40866.81,39,Chicago
CHI-003,PROD-0449,Fruits,grocery,84,Albertsons,2026-05-13 20:06:59.893622,996.37,83695.02,40,Chicago
CHI-003,PROD-0450,Tea,beverages,25,Monster,2026-06-06 20:06:59.894932,193.35,4833.84,23,Chicago
HOU-001,PROD-0451,Table,furniture,169,Steelcase,2035-12-31,921.63,155754.97,27,Houston
HOU-001,PROD-0452,Desk,furniture,199,Pottery Barn,2035-12-31,640.97,127552.88,21,Houston
HOU-001,PROD-0453,Water,beverages,129,Dr Pepper,2026-11-09 20:06:59.895053,518.5,66886.06,25,Houston
HOU-001,PROD-0454,Tablet,electronics,11,Microsoft,2030-01-01,773.33,8506.58,47,Houston
HOU-001,PROD-0455,Noodles,grocery,115,Albertsons,2025-07-07 20:06:59.895150,777.65,89429.31,38,Houston
HOU-001,PROD-0456,Energy Drink,beverages,37,Sprite,2026-05-01 20:06:59.895223,334.61,12380.61,20,Houston
HOU-001,PROD-0457,Sneakers,clothing,89,H&M,2028-06-30,382.96,34083.06,33,Houston
HOU-001,PROD-0458,Scarf,clothing,109,Under Armour,2028-06-30,769.56,83881.84,48,Houston
HOU-001,PROD-0459,Cereal,grocery,198,Target,2026-10-02 20:06:59.895351,900.83,178363.59,27,Houston
HOU-001,PROD-0460,Jeans,clothing,134,H&M,2028-06-30,466.07,62453.36,15,Houston
HOU-001,PROD-0461,Dress,clothing,133,Puma,2028-06-30,489.87,65152.28,30,Houston
HOU-001,PROD-0462,Lemonade,beverages,161,Lipton,2027-02-14 20:06:59.895465,518.77,83521.29,42,Houston
HOU-001,PROD-0463,Jacket,clothing,139,Adidas,2028-06-30,400.22,55631.17,16,Houston
HOU-001,PROD-0464,Suit,clothing,174,Adidas,2028-06-30,27.94,4860.72,40,Houston
HOU-001,PROD-0465,Game Console,electronics,72,HP,2030-01-01,943.15,67907.12,47,Houston
HOU-001,PROD-0466,Spices,grocery,186,Kroger,2025-07-30 20:06:59.895648,49.68,9240.95,33,Houston
HOU-001,PROD-0467,Laptop,electronics,91,LG,2030-01-01,446.42,40624.39,17,Houston
HOU-001,PROD-0468,Coconut Water,beverages,19,Monster,2027-02-08 20:06:59.895819,35.83,680.7,46,Houston
HOU-001,PROD-0469,Bed,furniture,129,Wayfair,2035-12-31,856.9,110540.68,17,Houston
HOU-001,PROD-0470,Smartphone,electronics,165,HP,2030-01-01,384.71,63477.48,45,Houston
HOU-001,PROD-0471,Cabinet,furniture,15,Restoration Hardware,2035-12-31,543.86,8157.84,23,Houston
HOU-001,PROD-0472,Yogurt,grocery,196,Aldi,2025-08-21 20:06:59.895973,76.26,14946.24,35,Houston
HOU-001,PROD-0473,Headphones,electronics,141,Apple,2030-01-01,519.75,73284.41,11,Houston
HOU-001,PROD-0474,Coffee,beverages,107,Coca-Cola,2026-12-20 20:06:59.896687,38.07,4072.96,14,Houston
HOU-001,PROD-0475,Bookshelf,furniture,29,West Elm,2035-12-31,809.59,23477.97,16,Houston
HOU-001,PROD-0476,Portable Charger,electronics,43,Apple,2030-01-01,358.01,15394.37,24,Houston
HOU-001,PROD-0477,Tea,beverages,180,Monster,2026-07-24 20:06:59.896840,707.93,127427.62,10,Houston
HOU-001,PROD-0478,Dining Table,furniture,176,Crate & Barrel,2035-12-31,702.87,123704.86,21,Houston
HOU-001,PROD-0479,Rice,grocery,134,Costco,2025-05-14 20:06:59.896977,622.92,83471.66,20,Houston
HOU-001,PROD-0480,Sweater,clothing,98,Reebok,2028-06-30,99.29,9730.22,48,Houston
HOU-001,PROD-0481,Soda,beverages,124,Nestlé,2025-07-24 20:06:59.897122,199.79,24773.73,16,Houston
HOU-001,PROD-0482,Bread,grocery,150,Publix,2026-09-06 20:06:59.897245,414.07,62110.15,41,Houston
HOU-001,PROD-0483,Fruits,grocery,30,Safeway,2025-11-05 20:06:59.897372,388.58,11657.32,15,Houston
HOU-001,PROD-0484,Smartwatch,electronics,182,Dell,2030-01-01,896.9,163236.53,14,Houston
HOU-001,PROD-0485,Hoodie,clothing,167,Gap,2028-06-30,143.28,23928.18,44,Houston
HOU-001,PROD-0486,Smart Speaker,electronics,58,Dell,2030-01-01,796.94,46222.79,48,Houston
HOU-001,PROD-0487,Canned Beans,grocery,153,Aldi,2027-04-04 20:06:59.897613,982.92,150387.02,27,Houston
HOU-001,PROD-0488,Milk,beverages,21,Coca-Cola,2026-02-08 20:06:59.897782,302.94,6361.8,38,Houston
HOU-001,PROD-0489,Nightstand,furniture,17,Restoration Hardware,2035-12-31,288.01,4896.15,33,Houston
HOU-001,PROD-0490,Camera,electronics,98,HP,2030-01-01,569.01,55762.75,35,Houston
HOU-001,PROD-0491,Television,electronics,119,HP,2030-01-01,262.22,31203.85,32,Houston
HOU-001,PROD-0492,Pasta,grocery,16,Aldi,2025-05-26 20:06:59.898414,12.75,204.02,33,Houston
HOU-001,PROD-0493,T-Shirt,clothing,69,H&M,2028-06-30,824.26,56873.89,48,Houston
HOU-001,PROD-0494,Juice,beverages,184,Coca-Cola,2025-11-08 20:06:59.898711,982.82,180838.49,22,Houston
HOU-001,PROD-0495,Shorts,clothing,15,Uniqlo,2028-06-30,271.32,4069.78,44,Houston
HOU-001,PROD-0496,Armchair,furniture,160,Wayfair,2035-12-31,38.19,6110.34,18,Houston
HOU-001,PROD-0497,Sofa,furniture,43,Restoration Hardware,2035-12-31,406.91,17497.22,12,Houston
HOU-001,PROD-0498,Iced Tea,beverages,79,Fanta,2025-08-17 20:06:59.899480,200.29,15822.83,40,Houston
